tournament_id,match_id,game_id
2498,511549,226443
2498,511550,226445
2498,511550,226446
2498,511550,226447
2498,511551,226449
2498,511551,226448
2498,511552,226453
2498,511552,226452
2498,511552,226451
2498,511554,226458
2498,511553,226454
2498,511554,226457
2498,511553,226455
2498,511563,226463
2498,511562,226460
2498,511562,226462
2498,511564,226466
2498,511562,226461
2498,511563,226464
2498,511564,226467
2498,511564,226468
2498,511565,226471
2498,511565,226469
2498,511565,226470
2498,511566,230237
2498,511566,226473
2498,511567,226475
2498,511567,226476
2498,511566,226474
2498,511568,226478
2498,511568,226479
2498,511569,226481
2498,511569,226482
2498,511569,226483
2498,511570,226484
2498,511570,226485
2498,511570,226486
2498,511571,226487
2498,511571,226488
2498,511572,226490
2498,511572,226491
2498,511572,226492
2498,511575,226496
2498,511575,226497
2498,511573,226494
2498,511575,226498
2498,511573,226493
2498,511576,226499
2498,511577,226502
2498,511576,226500
2498,511577,226503
2498,511579,226506
2498,511579,226507
2498,511579,226505
2498,511581,226512
2498,511581,226513
2498,511580,226509
2498,511580,226508
2498,511581,226511
2498,530925,231392
2498,530925,231393
2498,530925,231391
2498,530928,231401
2498,530928,231400
2498,530924,231390
2498,530929,231404
2498,530929,231405
2498,530924,231388
2498,530924,231389
2498,530926,231394
2498,530929,231403
2498,530927,231397
2498,530927,231398
2498,530926,231395
2498,530926,232628
2498,530930,231406
2498,530931,231409
2498,530930,231407
2498,530931,231410
2498,530933,231416
2498,530932,231412
2498,530933,231417
2498,530932,231413
2498,530933,231415
2498,530932,231414
2498,530934,231418
2498,530934,233349
2498,530934,231419
2498,530935,231423
2500,508815,223654
2498,530935,231424
2498,530935,231425
2500,508815,223655
2500,508816,223657
2500,508816,223659
2500,508816,223658
2500,508818,227727
2500,508817,223660
2500,508818,223664
2500,508819,227752
2500,508817,223661
2500,508819,223667
2500,508820,223669
2500,508820,223670
2500,508822,223673
2500,508821,227984
2500,508821,223672
2500,508821,227985
2500,508820,223671
2500,508825,223683
2500,508822,223674
2500,508825,223682
2500,508824,228042
2500,508826,228313
2500,508824,223680
2500,508826,223686
2500,508823,223677
2500,508823,223678
2500,508823,223676
2500,508826,223687
2500,508829,223692
